File,Class,Function
../termination-crafted-lit/AliasDarteFeautrierGonnord-SAS2010-speedpldi4/AliasDarteFeautrierGonnordSAS2010speedpldi4.jar,AliasDarteFeautrierGonnordSAS2010speedpldi4,loop
../termination-crafted-lit/AliasDarteFeautrierGonnord-SAS2010-wcet2/AliasDarteFeautrierGonnordSAS2010wcet2.jar,AliasDarteFeautrierGonnordSAS2010wcet2,loop
../termination-crafted-lit/AliasDarteFeautrierGonnord-SAS2010-while2/AliasDarteFeautrierGonnordSAS2010while2.jar,AliasDarteFeautrierGonnordSAS2010while2,loop
../termination-crafted-lit/AliasDarteFeautrierGonnord-SAS2010-wise/AliasDarteFeautrierGonnordSAS2010wise.jar,AliasDarteFeautrierGonnordSAS2010wise,loop
../termination-crafted-lit/Avery-FLOPS2006-Table1/AveryFLOPS2006Table1.jar,AveryFLOPS2006Table1,loop
../termination-crafted-lit/BradleyMannaSipma-CAV2005-Fig1/BradleyMannaSipmaCAV2005Fig1.jar,BradleyMannaSipmaCAV2005Fig1,loop
../termination-crafted-lit/BrockschmidtCookFuhs-CAV2013-Fig1/BrockschmidtCookFuhsCAV2013Fig1.jar,BrockschmidtCookFuhsCAV2013Fig1,loop
../termination-crafted-lit/BrockschmidtCookFuhs-CAV2013-Fig9a/BrockschmidtCookFuhsCAV2013Fig9a.jar,BrockschmidtCookFuhsCAV2013Fig9a,loop
../termination-crafted-lit/BrockschmidtCookFuhs-CAV2013-Introduction/BrockschmidtCookFuhsCAV2013Introduction.jar,BrockschmidtCookFuhsCAV2013Introduction,loop
../termination-crafted-lit/ChawdharyCookGulwaniSagivYang-ESOP2008-easy1/ChawdharyCookGulwaniSagivYangESOP2008easy1.jar,ChawdharyCookGulwaniSagivYangESOP2008easy1,loop
../termination-crafted-lit/ChawdharyCookGulwaniSagivYang-ESOP2008-easy2/ChawdharyCookGulwaniSagivYangESOP2008easy2.jar,ChawdharyCookGulwaniSagivYangESOP2008easy2,loop
../termination-crafted-lit/ChawdharyCookGulwaniSagivYang-ESOP2008-random1d/ChawdharyCookGulwaniSagivYangESOP2008random1d.jar,ChawdharyCookGulwaniSagivYangESOP2008random1d,loop
../termination-crafted-lit/ChawdharyCookGulwaniSagivYang-ESOP2008-random2d/ChawdharyCookGulwaniSagivYangESOP2008random2d.jar,ChawdharyCookGulwaniSagivYangESOP2008random2d,loop
../termination-crafted-lit/ChenFlurMukhopadhyay-SAS2012-Ex2.20/ChenFlurMukhopadhyaySAS2012Ex220.jar,ChenFlurMukhopadhyaySAS2012Ex220,loop
../termination-crafted-lit/ChenFlurMukhopadhyay-SAS2012-Ex3.01/ChenFlurMukhopadhyaySAS2012Ex301.jar,ChenFlurMukhopadhyaySAS2012Ex301,loop
../termination-crafted-lit/CookSeeZuleger-TACAS2013-Fig1/CookSeeZulegerTACAS2013Fig1.jar,CookSeeZulegerTACAS2013Fig1,loop
../termination-crafted-lit/CookSeeZuleger-TACAS2013-Fig7a/CookSeeZulegerTACAS2013Fig7a.jar,CookSeeZulegerTACAS2013Fig7a,loop
../termination-crafted-lit/CookSeeZuleger-TACAS2013-Fig7b/CookSeeZulegerTACAS2013Fig7b.jar,CookSeeZulegerTACAS2013Fig7b,loop
../termination-crafted-lit/CookSeeZuleger-TACAS2013-Fig8a-modified/CookSeeZulegerTACAS2013Fig8amodified.jar,CookSeeZulegerTACAS2013Fig8amodified,loop
../termination-crafted-lit/CookSeeZuleger-TACAS2013-Fig8a/CookSeeZulegerTACAS2013Fig8a.jar,CookSeeZulegerTACAS2013Fig8a,loop
../termination-crafted-lit/CookSeeZuleger-TACAS2013-Fig8b/CookSeeZulegerTACAS2013Fig8b.jar,CookSeeZulegerTACAS2013Fig8b,loop
../termination-crafted-lit/GopanReps-CAV2006-Fig1a/GopanRepsCAV2006Fig1a.jar,GopanRepsCAV2006Fig1a,loop
../termination-crafted-lit/HarrisLalNoriRajamani-SAS2010-Fig1/HarrisLalNoriRajamaniSAS2010Fig1.jar,HarrisLalNoriRajamaniSAS2010Fig1,loop
../termination-crafted-lit/HarrisLalNoriRajamani-SAS2010-Fig3/HarrisLalNoriRajamaniSAS2010Fig3.jar,HarrisLalNoriRajamaniSAS2010Fig3,loop
../termination-crafted-lit/HeizmannHoenickeLeikePodelski-ATVA2013-Fig1/HeizmannHoenickeLeikePodelskiATVA2013Fig1.jar,HeizmannHoenickeLeikePodelskiATVA2013Fig1,loop
../termination-crafted-lit/HeizmannHoenickeLeikePodelski-ATVA2013-Fig4/HeizmannHoenickeLeikePodelskiATVA2013Fig4.jar,HeizmannHoenickeLeikePodelskiATVA2013Fig4,loop
../termination-crafted-lit/HeizmannHoenickeLeikePodelski-ATVA2013-Fig5/HeizmannHoenickeLeikePodelskiATVA2013Fig5.jar,HeizmannHoenickeLeikePodelskiATVA2013Fig5,loop
../termination-crafted-lit/HeizmannHoenickeLeikePodelski-ATVA2013-Fig6/HeizmannHoenickeLeikePodelskiATVA2013Fig6.jar,HeizmannHoenickeLeikePodelskiATVA2013Fig6,loop
../termination-crafted-lit/KroeningSharyginaTsitovichWintersteiger-CAV2010-Ex/KroeningSharyginaTsitovichWintersteigerCAV2010Ex.jar,KroeningSharyginaTsitovichWintersteigerCAV2010Ex,loop
../termination-crafted-lit/KroeningSharyginaTsitovichWintersteiger-CAV2010-Fig1/KroeningSharyginaTsitovichWintersteigerCAV2010Fig1.jar,KroeningSharyginaTsitovichWintersteigerCAV2010Fig1,loop
../termination-crafted-lit/LarrazOliverasRodriguez-CarbonellRubio-FMCAD2013-Fig1/LarrazOliverasRodriguezCarbonellRubioFMCAD2013Fig1.jar,LarrazOliverasRodriguezCarbonellRubioFMCAD2013Fig1,loop
../termination-crafted-lit/LeikeHeizmann-TACAS2014-Ex1/LeikeHeizmannTACAS2014Ex1.jar,LeikeHeizmannTACAS2014Ex1,loop
../termination-crafted-lit/LeikeHeizmann-TACAS2014-Ex9/LeikeHeizmannTACAS2014Ex9.jar,LeikeHeizmannTACAS2014Ex9,loop
../termination-crafted-lit/LeikeHeizmann-WST2014-Ex9/LeikeHeizmannWST2014Ex9.jar,LeikeHeizmannWST2014Ex9,loop
../termination-crafted-lit/PodelskiRybalchenko-LICS2004-Fig1/PodelskiRybalchenkoLICS2004Fig1.jar,PodelskiRybalchenkoLICS2004Fig1,loop
../termination-crafted-lit/PodelskiRybalchenko-TACAS2011-Fig1/PodelskiRybalchenkoTACAS2011Fig1.jar,PodelskiRybalchenkoTACAS2011Fig1,loop
../termination-crafted-lit/PodelskiRybalchenko-TACAS2011-Fig2/PodelskiRybalchenkoTACAS2011Fig2.jar,PodelskiRybalchenkoTACAS2011Fig2,loop
../termination-crafted-lit/PodelskiRybalchenko-TACAS2011-Fig4/PodelskiRybalchenkoTACAS2011Fig4.jar,PodelskiRybalchenkoTACAS2011Fig4,loop
../termination-crafted-lit/Urban-WST2013-Fig2-modified1000/UrbanWST2013Fig2modified1000.jar,UrbanWST2013Fig2modified1000,loop
../termination-crafted-lit/Urban-WST2013-Fig2/UrbanWST2013Fig2.jar,UrbanWST2013Fig2,loop
../termination-crafted-lit/UrbanMine-ESOP2014-Fig3/UrbanMineESOP2014Fig3.jar,UrbanMineESOP2014Fig3,loop
../termination-crafted-lit/aviad/aviad.jar,aviad,loop
../termination-crafted-lit/genady/genady.jar,genady,loop
../termination-crafted/2Nested-1/B2Nested1.jar,B2Nested1,loop
../termination-crafted/4BitCounterPointer/B4BitCounterPointer.jar,B4BitCounterPointer,loop
../termination-crafted/4NestedWith3Variables-1/B4NestedWith3Variables1.jar,B4NestedWith3Variables1,loop
../termination-crafted/Bangalore-2/Bangalore2.jar,Bangalore2,loop
../termination-crafted/Bangalore_v4/Bangalorev4.jar,Bangalorev4,loop
../termination-crafted/Benghazi/Benghazi.jar,Benghazi,loop
../termination-crafted/Benghazi_nondet-2/Benghazinondet2.jar,Benghazinondet2,loop
../termination-crafted/Cairo/Cairo.jar,Cairo,loop
../termination-crafted/Cairo_step2-1/Cairostep21.jar,Cairostep21,loop
../termination-crafted/Collatz_bounded/Collatzbounded.jar,Collatzbounded,loop
../termination-crafted/Copenhagen/Copenhagen.jar,Copenhagen,loop
../termination-crafted/Copenhagen_disj-2/Copenhagendisj2.jar,Copenhagendisj2,loop
../termination-crafted/Gothenburg-1/Gothenburg1.jar,Gothenburg1,loop
../termination-crafted/Gothenburg_v2-1/Gothenburgv21.jar,Gothenburgv21,loop
../termination-crafted/Lobnya-Boolean-Reordered-2/LobnyaBooleanReordered2.jar,LobnyaBooleanReordered2,loop
../termination-crafted/McCarthy91_Iteration/McCarthy91Iteration.jar,McCarthy91Iteration,loop
../termination-crafted/MenloPark/MenloPark.jar,MenloPark,loop
../termination-crafted/Mysore-2/Mysore2.jar,Mysore2,loop
../termination-crafted/Nyala-2lex-2/Nyala2lex2.jar,Nyala2lex2,loop
../termination-crafted/Parallel/Parallel.jar,Parallel,loop
../termination-crafted/Piecewise/Piecewise.jar,Piecewise,loop
../termination-crafted/Pure2Phase-1/Pure2Phase1.jar,Pure2Phase1,loop
../termination-crafted/Pure3Phase-1/Pure3Phase1.jar,Pure3Phase1,loop
../termination-crafted/Singapore-2/Singapore2.jar,Singapore2,loop
../termination-crafted/Stockholm-1/Stockholm1.jar,Stockholm1,loop
../termination-crafted/TelAviv-Amir-Minimum/TelAvivAmirMinimum.jar,TelAvivAmirMinimum,loop
../termination-crafted/Thun-2/Thun2.jar,Thun2,loop
../termination-crafted/Toulouse-BranchesToLoop-2/ToulouseBranchesToLoop2.jar,ToulouseBranchesToLoop2,loop
../termination-crafted/Toulouse-MultiBranchesToLoop-2/ToulouseMultiBranchesToLoop2.jar,ToulouseMultiBranchesToLoop2,loop
../termination-crafted/Waldkirch/Waldkirch.jar,Waldkirch,loop
../termination-crafted/WhileFalse/WhileFalse.jar,WhileFalse,loop
../termination-crafted/easy1/easy1.jar,easy1,loop
../termination-crafted/easy2-2/easy22.jar,easy22,loop
../termination-nla/bresenham1-both-t/Bresenham1botht.jar,Bresenham1botht,loop
../termination-nla/cohencu1-both-t/Cohencu1botht.jar,Cohencu1botht,loop
../termination-nla/cohencu2-both-t/Cohencu2botht.jar,Cohencu2botht,loop
../termination-nla/cohencu3-both-t/Cohencu3botht.jar,Cohencu3botht,loop
../termination-nla/cohencu4-both-t/Cohencu4botht.jar,Cohencu4botht,loop
../termination-nla/cohencu5-both-t/Cohencu5botht.jar,Cohencu5botht,loop
../termination-nla/cohencu6-both-t/Cohencu6botht.jar,Cohencu6botht,loop
../termination-nla/cohencu7-both-t/Cohencu7botht.jar,Cohencu7botht,loop
../termination-nla/dijkstra1-both-t/Dijkstra1botht.jar,Dijkstra1botht,loop
../termination-nla/dijkstra2-both-t/Dijkstra2botht.jar,Dijkstra2botht,loop
../termination-nla/dijkstra3-both-t/Dijkstra3botht.jar,Dijkstra3botht,loop
../termination-nla/dijkstra4-both-t/Dijkstra4botht.jar,Dijkstra4botht,loop
../termination-nla/dijkstra5-both-t/Dijkstra5botht.jar,Dijkstra5botht,loop
../termination-nla/dijkstra6-both-t/Dijkstra6botht.jar,Dijkstra6botht,loop
../termination-nla/egcd-both-t/Egcdbotht.jar,Egcdbotht,loop
../termination-nla/egcd2-both-t/Egcd2botht.jar,Egcd2botht,loop
../termination-nla/egcd3-both-t/Egcd3botht.jar,Egcd3botht,loop
../termination-nla/fermat1-both-t/Fermat1botht.jar,Fermat1botht,loop
../termination-nla/freire1-both-t/Freire1botht.jar,Freire1botht,loop
../termination-nla/geo1-both-t/Geo1botht.jar,Geo1botht,loop
../termination-nla/geo2-both-t/Geo2botht.jar,Geo2botht,loop
../termination-nla/geo3-both-t/Geo3botht.jar,Geo3botht,loop
../termination-nla/hard-both-t/Hardbotht.jar,Hardbotht,loop
../termination-nla/hard2-both-t/Hard2botht.jar,Hard2botht,loop
../termination-nla/lcm2-both-t/Lcm2botht.jar,Lcm2botht,loop
../termination-nla/mannadiv-both-t/Mannadivbotht.jar,Mannadivbotht,loop
../termination-nla/prod4br-both-t/Prod4brbotht.jar,Prod4brbotht,loop
../termination-nla/prodbin-both-t/Prodbinbotht.jar,Prodbinbotht,loop
../termination-nla/ps2-both-t/Ps2botht.jar,Ps2botht,loop
../termination-nla/ps3-both-t/Ps3botht.jar,Ps3botht,loop
../termination-nla/ps4-both-t/Ps4botht.jar,Ps4botht,loop
../termination-nla/ps5-both-t/Ps5botht.jar,Ps5botht,loop
../termination-nla/ps6-both-t/Ps6botht.jar,Ps6botht,loop
../termination-nla/sqrt1-both-t/Sqrt1botht.jar,Sqrt1botht,loop
../termination-numeric/Binomial/Binomial.jar,Binomial,loop
../termination-numeric/Parts/Parts.jar,Parts,loop
../termination-numeric/java_LogBuiltIn/javaLogBuiltIn.jar,javaLogBuiltIn,loop
../termination-numeric/rec_counter1/reccounter1.jar,reccounter1,loop
../termination-numeric/rec_counter3/reccounter3.jar,reccounter3,loop
../termination-restricted-15/DivMinus/DivMinus.jar,DivMinus,loop
../termination-restricted-15/DivMinus2/DivMinus2.jar,DivMinus2,loop
../termination-restricted-15/GCD3/GCD3.jar,GCD3,loop
../termination-restricted-15/GCD4/GCD4.jar,GCD4,loop
../termination-restricted-15/IntPath/IntPath.jar,IntPath,loop
../termination-restricted-15/Log/Log.jar,Log,loop
../termination-restricted-15/LogAG/LogAG.jar,LogAG,loop
../termination-restricted-15/McCarthyIterative/McCarthyIterative.jar,McCarthyIterative,loop
../termination-restricted-15/MinusBuiltIn/MinusBuiltIn.jar,MinusBuiltIn,loop
../termination-restricted-15/MinusUserDefined/MinusUserDefined.jar,MinusUserDefined,loop
../termination-restricted-15/Nested-2/Nested2.jar,Nested2,loop
../termination-restricted-15/PastaA1/PastaA1.jar,PastaA1,loop
../termination-restricted-15/PastaA10/PastaA10.jar,PastaA10,loop
../termination-restricted-15/PastaA4/PastaA4.jar,PastaA4,loop
../termination-restricted-15/PastaA7/PastaA7.jar,PastaA7,loop
../termination-restricted-15/PastaB1/PastaB1.jar,PastaB1,loop
../termination-restricted-15/PastaB14/PastaB14.jar,PastaB14,loop
../termination-restricted-15/PastaB15/PastaB15.jar,PastaB15,loop
../termination-restricted-15/PastaB16/PastaB16.jar,PastaB16,loop
../termination-restricted-15/PastaB17/PastaB17.jar,PastaB17,loop
../termination-restricted-15/PastaB2/PastaB2.jar,PastaB2,loop
../termination-restricted-15/PastaB4/PastaB4.jar,PastaB4,loop
../termination-restricted-15/PastaB6/PastaB6.jar,PastaB6,loop
../termination-restricted-15/PastaB7/PastaB7.jar,PastaB7,loop
../termination-restricted-15/PastaC3/PastaC3.jar,PastaC3,loop
../termination-restricted-15/PastaC7/PastaC7.jar,PastaC7,loop
../termination-restricted-15/PastaC9/PastaC9.jar,PastaC9,loop
../termination-restricted-15/Sequence/Sequence.jar,Sequence,loop
../termination-restricted-15/WhileDecr/WhileDecr.jar,WhileDecr,loop
../termination-restricted-15/a.01/a01.jar,a01,loop
../termination-restricted-15/a.04/a04.jar,a04,loop
../termination-restricted-15/a.05/a05.jar,a05,loop
../termination-restricted-15/a.06/a06.jar,a06,loop
../termination-restricted-15/a.07/a07.jar,a07,loop
../termination-restricted-15/a.08/a08.jar,a08,loop
../termination-restricted-15/a.09_assume/a09assume.jar,a09assume,loop
../termination-restricted-15/a.10/a10.jar,a10,loop
../termination-restricted-15/b.01/b01.jar,b01,loop
../termination-restricted-15/b.02/b02.jar,b02,loop
../termination-restricted-15/b.03-no-inv_assume/b03noinvassume.jar,b03noinvassume,loop
../termination-restricted-15/b.03_assume/b03assume.jar,b03assume,loop
../termination-restricted-15/b.04/b04.jar,b04,loop
../termination-restricted-15/b.05/b05.jar,b05,loop
../termination-restricted-15/b.06/b06.jar,b06,loop
../termination-restricted-15/b.07/b07.jar,b07,loop
../termination-restricted-15/b.09-no-inv_assume/b09noinvassume.jar,b09noinvassume,loop
../termination-restricted-15/b.09_assume/b09assume.jar,b09assume,loop
../termination-restricted-15/b.10/b10.jar,b10,loop
../termination-restricted-15/b.11/b11.jar,b11,loop
../termination-restricted-15/b.12/b12.jar,b12,loop
../termination-restricted-15/b.13/b13.jar,b13,loop
../termination-restricted-15/b.14/b14.jar,b14,loop
../termination-restricted-15/b.15/b15.jar,b15,loop
../termination-restricted-15/b.16/b16.jar,b16,loop
../termination-restricted-15/b.17/b17.jar,b17,loop
../termination-restricted-15/b.18/b18.jar,b18,loop
../termination-restricted-15/c.01-no-inv/c01noinv.jar,c01noinv,loop
../termination-restricted-15/c.01_assume/c01assume.jar,c01assume,loop
../termination-restricted-15/c.02/c02.jar,c02,loop
../termination-restricted-15/c.03/c03.jar,c03,loop
../termination-restricted-15/c.07/c07.jar,c07,loop
../termination-restricted-15/c.08/c08.jar,c08,loop
../termination-restricted-15/ex3a/ex3a.jar,ex3a,loop
../termination-restricted-15/ex3b/ex3b.jar,ex3b,loop
../termination-restricted-15/java_AG313/javaAG313.jar,javaAG313,loop
../termination-restricted-15/java_Break/javaBreak.jar,javaBreak,loop
../termination-restricted-15/java_Continue1/javaContinue1.jar,javaContinue1,loop
../termination-restricted-15/java_Nested/javaNested.jar,javaNested,loop
