program_name,attempt_number,provider,model,start_time,end_time,duration_seconds,prompt_summary,llm_output,parsed_rf,check_status,counterexample,tokens_used,empty_output_reason
AliasDarteFeautrierGonnordSAS2010Fig1,8,openrouter,openai/gpt-5-mini,2026-03-15T15:10:09.310808,2026-03-15T15:10:37.915362,28.604554,"vars=['x', 'y', 'm', 'n'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x + 1), ReLU(y + 1)]","[ReLU(x + 1), ReLU(y + 1)]",NO,"{
  ""x"": 0,
  ""y"": 0,
  ""m"": 0,
  ""n"": 1
}",3893,
AliasDarteFeautrierGonnordSAS2010Fig1,9,openrouter,openai/gpt-5-mini,2026-03-15T15:10:42.269602,2026-03-15T15:13:33.516111,171.246509,"vars=['x', 'y', 'm', 'n'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(m - y + 1000000*n - 1000000), ReLU(x + 1), ReLU(y + 1 - 1000000*n)]","[ReLU(m - y + 1000000*n - 1000000), ReLU(x + 1), ReLU(y + 1 - 1000000*n)]",YES,,14351,
AliasDarteFeautrierGonnordSAS2010cousot9,1,openrouter,openai/gpt-5-mini,2026-03-15T15:13:37.550471,2026-03-15T15:13:58.398007,20.847536,"vars=['i', 'j', 'n'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(i), ReLU(j)]","[ReLU(i), ReLU(j)]",YES,,2907,
AliasDarteFeautrierGonnordSAS2010easy1,1,openrouter,openai/gpt-5-mini,2026-03-15T15:14:01.714550,2026-03-15T15:14:12.707061,10.992511,"vars=['x', 'y', 'z'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(-1*x + 40)],[ReLU(-1*x + 40)],YES,,2176,
AliasDarteFeautrierGonnordSAS2010easy22,1,openrouter,openai/gpt-5-mini,2026-03-15T15:14:16.325435,2026-03-15T15:14:23.553877,7.228442,"vars=['x', 'y', 'z'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(z)],[ReLU(z)],YES,,1806,
AliasDarteFeautrierGonnordSAS2010loops,1,openrouter,openai/gpt-5-mini,2026-03-15T15:14:27.145757,2026-03-15T15:14:38.632902,11.487145,"vars=['x', 'y', 'n'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x + 1)],[ReLU(x + 1)],YES,,2152,
AliasDarteFeautrierGonnordSAS2010nestedLoop1,1,openrouter,openai/gpt-5-mini,2026-03-15T15:14:42.430308,2026-03-15T15:15:07.516961,25.086653,"vars=['i', 'j', 'k', 'm', 'n', 'N'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(n - i)],[ReLU(n - i)],NO,"{
  ""i"": 0,
  ""j"": 0,
  ""k"": 0,
  ""m"": 1,
  ""n"": 1,
  ""N"": 0
}",3091,
AliasDarteFeautrierGonnordSAS2010nestedLoop1,2,openrouter,openai/gpt-5-mini,2026-03-15T15:15:11.301434,2026-03-15T15:15:42.160867,30.859433,"vars=['i', 'j', 'k', 'm', 'n', 'N'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(n - i)],[ReLU(n - i)],NO,"{
  ""i"": 0,
  ""j"": 0,
  ""k"": 0,
  ""m"": 1,
  ""n"": 1,
  ""N"": 0
}",3995,
AliasDarteFeautrierGonnordSAS2010nestedLoop1,3,openrouter,openai/gpt-5-mini,2026-03-15T15:15:46.257695,2026-03-15T15:16:29.680425,43.42273,"vars=['i', 'j', 'k', 'm', 'n', 'N'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(n - i), ReLU(m - j)]","[ReLU(n - i), ReLU(m - j)]",NO,"{
  ""i"": 0,
  ""j"": 0,
  ""k"": 0,
  ""m"": 1,
  ""n"": 1,
  ""N"": 1
}",4649,
AliasDarteFeautrierGonnordSAS2010nestedLoop1,4,openrouter,openai/gpt-5-mini,2026-03-15T15:16:33.359149,2026-03-15T15:17:02.306830,28.947681,"vars=['i', 'j', 'k', 'm', 'n', 'N'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(n - i), ReLU(m - j)]","[ReLU(n - i), ReLU(m - j)]",NO,"{
  ""i"": 0,
  ""j"": 0,
  ""k"": 0,
  ""m"": 1,
  ""n"": 1,
  ""N"": 1
}",4230,
AliasDarteFeautrierGonnordSAS2010nestedLoop1,5,openrouter,openai/gpt-5-mini,2026-03-15T15:17:05.966179,2026-03-15T15:17:33.585452,27.619273,"vars=['i', 'j', 'k', 'm', 'n', 'N'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(n - i)],[ReLU(n - i)],NO,"{
  ""i"": 0,
  ""j"": 0,
  ""k"": 0,
  ""m"": 1,
  ""n"": 1,
  ""N"": 0
}",3453,
AliasDarteFeautrierGonnordSAS2010nestedLoop1,6,openrouter,openai/gpt-5-mini,2026-03-15T15:17:37.365358,2026-03-15T15:18:01.262899,23.897541,"vars=['i', 'j', 'k', 'm', 'n', 'N'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(n - i), ReLU(m - j)]","[ReLU(n - i), ReLU(m - j)]",NO,"{
  ""i"": 0,
  ""j"": 0,
  ""k"": 0,
  ""m"": 1,
  ""n"": 1,
  ""N"": 1
}",3765,
AliasDarteFeautrierGonnordSAS2010nestedLoop1,7,openrouter,openai/gpt-5-mini,2026-03-15T15:18:05.310977,2026-03-15T15:18:34.801775,29.490798,"vars=['i', 'j', 'k', 'm', 'n', 'N'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(n - i), ReLU(m - j) + ReLU(N - k)]","[ReLU(n - i), ReLU(m - j) + ReLU(N - k)]",NO,"{
  ""i"": 0,
  ""j"": 0,
  ""k"": 0,
  ""m"": 1,
  ""n"": 1,
  ""N"": 1
}",4101,
AliasDarteFeautrierGonnordSAS2010nestedLoop1,8,openrouter,openai/gpt-5-mini,2026-03-15T15:18:38.864058,2026-03-15T15:19:08.967721,30.103663,"vars=['i', 'j', 'k', 'm', 'n', 'N'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(n - i)],[ReLU(n - i)],NO,"{
  ""i"": 0,
  ""j"": 0,
  ""k"": 0,
  ""m"": 1,
  ""n"": 1,
  ""N"": 0
}",4316,
AliasDarteFeautrierGonnordSAS2010nestedLoop1,9,openrouter,openai/gpt-5-mini,2026-03-15T15:19:12.759097,2026-03-15T15:19:48.221014,35.461917,"vars=['i', 'j', 'k', 'm', 'n', 'N'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(n - i), ReLU(m - j)]","[ReLU(n - i), ReLU(m - j)]",NO,"{
  ""i"": 0,
  ""j"": 0,
  ""k"": 0,
  ""m"": 1,
  ""n"": 1,
  ""N"": 1
}",4492,
AliasDarteFeautrierGonnordSAS2010nestedLoop1,10,openrouter,openai/gpt-5-mini,2026-03-15T15:19:51.690006,2026-03-15T15:20:12.147117,20.457111,"vars=['i', 'j', 'k', 'm', 'n', 'N'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(n - i), ReLU(m - j)]","[ReLU(n - i), ReLU(m - j)]",NO,"{
  ""i"": 0,
  ""j"": 0,
  ""k"": 0,
  ""m"": 1,
  ""n"": 1,
  ""N"": 1
}",3532,
AliasDarteFeautrierGonnordSAS2010random1d2,1,openrouter,openai/gpt-5-mini,2026-03-15T15:20:15.946505,2026-03-15T15:20:23.728679,7.782174,"vars=['a', 'x', 'm', 'n'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(m - x)],[ReLU(m - x)],YES,,2066,
AliasDarteFeautrierGonnordSAS2010random2d,1,openrouter,openai/gpt-5-mini,2026-03-15T15:20:27.133670,2026-03-15T15:20:36.108748,8.975078,"vars=['r', 'x', 'y', 'i'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(10 - i)],[ReLU(10 - i)],YES,,2096,
AliasDarteFeautrierGonnordSAS2010speedpldi2,1,openrouter,openai/gpt-5-mini,2026-03-15T15:20:39.581572,2026-03-15T15:21:44.548743,64.967171,"vars=['n', 'm', 'v2'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(2*v + v2)],[ReLU(2*v + v2)],NO,"{
  ""m"": 1,
  ""n"": 0
}",7100,
AliasDarteFeautrierGonnordSAS2010speedpldi2,2,openrouter,openai/gpt-5-mini,2026-03-15T15:21:47.934721,2026-03-15T15:22:41.914244,53.979523,"vars=['n', 'm', 'v2'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(v + v2 - m), ReLU(v)]","[ReLU(v + v2 - m), ReLU(v)]",YES,,6509,
AliasDarteFeautrierGonnordSAS2010speedpldi3,1,openrouter,openai/gpt-5-mini,2026-03-15T15:22:45.291370,2026-03-15T15:23:20.314887,35.023517,"vars=['n', 'm', 'j'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(n - i), ReLU(m - j)]","[ReLU(n - i), ReLU(m - j)]",YES,,4023,
AliasDarteFeautrierGonnordSAS2010speedpldi4,1,openrouter,openai/gpt-5-mini,2026-03-15T15:23:24.600621,2026-03-15T15:23:40.594838,15.994217,"vars=['n', 'm'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(1*i)],[ReLU(1*i)],YES,,2597,
AliasDarteFeautrierGonnordSAS2010wcet2,1,openrouter,openai/gpt-5-mini,2026-03-15T15:23:43.933286,2026-03-15T15:24:00.372585,16.439299,"vars=['i', 'j'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(5 - i), ReLU(10 - j)]","[ReLU(5 - i), ReLU(10 - j)]",YES,,2633,
AliasDarteFeautrierGonnordSAS2010while2,1,openrouter,openai/gpt-5-mini,2026-03-15T15:24:03.906464,2026-03-15T15:24:31.042142,27.135678,"vars=['n', 'j'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(1*i), ReLU(1*j)]","[ReLU(1*i), ReLU(1*j)]",YES,,3486,
AliasDarteFeautrierGonnordSAS2010wise,1,openrouter,openai/gpt-5-mini,2026-03-15T15:24:34.799575,2026-03-15T15:24:45.376381,10.576806,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x - y - 2), ReLU(y - x - 2)]","[ReLU(x - y - 2), ReLU(y - x - 2)]",YES,,2285,
AveryFLOPS2006Table1,1,openrouter,openai/gpt-5-mini,2026-03-15T15:24:48.607569,2026-03-15T15:26:43.499869,114.8923,"vars=['x', 'y', 'i'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x + y), ReLU(i) + ReLU(y - i)]","[ReLU(x + y), ReLU(i) + ReLU(y - i)]",NO,"{
  ""x"": 1,
  ""y"": 3
}",11052,
AveryFLOPS2006Table1,2,openrouter,openai/gpt-5-mini,2026-03-15T15:26:47.461901,2026-03-15T15:29:04.943872,137.481971,"vars=['x', 'y', 'i'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(i - y), ReLU(i)]","[ReLU(i - y), ReLU(i)]",YES,,13524,
BradleyMannaSipmaCAV2005Fig1,1,openrouter,openai/gpt-5-mini,2026-03-15T15:29:08.888258,2026-03-15T15:29:24.286659,15.398401,"vars=['y1', 'y2'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(1*y1 + 1*y2)],[ReLU(1*y1 + 1*y2)],YES,,2515,
BrockschmidtCookFuhsCAV2013Fig1,1,openrouter,openai/gpt-5-mini,2026-03-15T15:29:27.595024,2026-03-15T15:29:45.328061,17.733037,"vars=['i', 'j', 'n'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(n - i), ReLU(i - j + 1)]","[ReLU(n - i), ReLU(i - j + 1)]",YES,,2936,
BrockschmidtCookFuhsCAV2013Fig9a,1,openrouter,openai/gpt-5-mini,2026-03-15T15:29:49.457118,2026-03-15T15:30:07.380940,17.923822,"vars=['k', 'i', 'j', 'n'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(n - i), ReLU(i - j + 1)]","[ReLU(n - i), ReLU(i - j + 1)]",YES,,3009,
BrockschmidtCookFuhsCAV2013Introduction,1,openrouter,openai/gpt-5-mini,2026-03-15T15:30:11.219513,2026-03-15T15:30:25.978573,14.75906,"vars=['x'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x)],[ReLU(x)],YES,,2395,
ChawdharyCookGulwaniSagivYangESOP2008easy1,1,openrouter,openai/gpt-5-mini,2026-03-15T15:30:29.496270,2026-03-15T15:30:42.569044,13.072774,"vars=['z', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(40 + -1*x)],[ReLU(40 + -1*x)],YES,,2371,
ChawdharyCookGulwaniSagivYangESOP2008easy2,1,openrouter,openai/gpt-5-mini,2026-03-15T15:30:45.906223,2026-03-15T15:30:52.628056,6.721833,"vars=['z', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(z)],[ReLU(z)],YES,,1853,
ChawdharyCookGulwaniSagivYangESOP2008random1d,1,openrouter,openai/gpt-5-mini,2026-03-15T15:30:56.600677,2026-03-15T15:31:07.473381,10.872704,"vars=['a', 'x', 'm', 'n'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(m - x + 1)],[ReLU(m - x + 1)],YES,,2203,
ChawdharyCookGulwaniSagivYangESOP2008random2d,1,openrouter,openai/gpt-5-mini,2026-03-15T15:31:10.947114,2026-03-15T15:31:22.415125,11.468011,"vars=['r', 'x', 'y', 'i'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(10 - i)],[ReLU(10 - i)],YES,,2279,
ChenFlurMukhopadhyaySAS2012Ex220,1,openrouter,openai/gpt-5-mini,2026-03-15T15:31:25.797445,2026-03-15T15:31:37.419319,11.621874,"vars=['x', 'y', 'z'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x - 1)],[ReLU(x - 1)],YES,,2271,
ChenFlurMukhopadhyaySAS2012Ex301,1,openrouter,openai/gpt-5-mini,2026-03-15T15:31:41.087598,2026-03-15T15:31:57.692700,16.605102,"vars=['x', 'y', 'z'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(y - z), ReLU(z - x)]","[ReLU(y - z), ReLU(z - x)]",YES,,2832,
CookSeeZulegerTACAS2013Fig1,1,openrouter,openai/gpt-5-mini,2026-03-15T15:32:01.408496,2026-03-15T15:32:12.596540,11.188044,"vars=['x', 'y', 'z'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x)],[ReLU(x)],YES,,2176,
