program_name,attempt_number,provider,model,start_time,end_time,duration_seconds,prompt_summary,llm_output,parsed_rf,check_status,counterexample,tokens_used,empty_output_reason
DynamiteExampleX4,1,openrouter,openai/gpt-5-mini,2026-03-15T09:21:19.244143,2026-03-15T09:21:28.934078,9.689935,"vars=['n'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(n - a)],[ReLU(n - a)],NO,"{
  ""n"": 0
}",2219,
DynamiteExampleX4,2,openrouter,openai/gpt-5-mini,2026-03-15T09:21:32.785145,2026-03-15T09:22:01.689029,28.903884,"vars=['n'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(n - a + 1)],[ReLU(n - a + 1)],YES,,3725,
MultDisj,1,openrouter,openai/gpt-5-mini,2026-03-15T09:22:05.494389,2026-03-15T09:22:33.006887,27.512498,"vars=['n', 'm', 'b'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(n - a), ReLU(m - b)]","[ReLU(n - a), ReLU(m - b)]",NO,"{
  ""m"": 5,
  ""n"": 0
}",3371,
MultDisj,2,openrouter,openai/gpt-5-mini,2026-03-15T09:22:36.508547,2026-03-15T09:23:07.688748,31.180201,"vars=['n', 'm', 'b'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(n + 1 - a) + ReLU(m + 1 - b)],[ReLU(n + 1 - a) + ReLU(m + 1 - b)],YES,,4055,
Poly2VarsCondBreak,1,openrouter,openai/gpt-5-mini,2026-03-15T09:23:11.620264,2026-03-15T09:23:39.705947,28.085683,"vars=['n', 'm'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(n - a + 1)],[ReLU(n - a + 1)],YES,,3117,
PolyClosingIn,1,openrouter,openai/gpt-5-mini,2026-03-15T09:23:43.512140,2026-03-15T09:23:59.888987,16.376847,"vars=['n', 'm'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(m + 1)],[ReLU(m + 1)],YES,,2529,
Square2VarsDisj,1,openrouter,openai/gpt-5-mini,2026-03-15T09:24:04.078400,2026-03-15T09:24:50.738893,46.660493,"vars=['n', 'm', 'b'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(n - a + 1), ReLU(m - b + 1)]","[ReLU(n - a + 1), ReLU(m - b + 1)]",YES,,4603,
SquareDisj2Vars,1,openrouter,openai/gpt-5-mini,2026-03-15T09:24:55.117276,2026-03-15T09:25:34.211055,39.093779,"vars=['n', 'b'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(n - b + 1), ReLU(n - a + 1)]","[ReLU(n - b + 1), ReLU(n - a + 1)]",YES,,4041,
TwoPol4VarsConj,1,openrouter,openai/gpt-5-mini,2026-03-15T09:25:38.184263,2026-03-15T09:26:18.633788,40.449525,"vars=['n', 'm', 'b'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(n - b)],[ReLU(n - b)],NO,"{
  ""m"": 12,
  ""n"": 1
}",4307,
TwoPol4VarsConj,2,openrouter,openai/gpt-5-mini,2026-03-15T09:26:23.140860,2026-03-15T09:26:53.457193,30.316333,"vars=['n', 'm', 'b'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(m - b)],[ReLU(m - b)],YES,,3584,
TwoPol4VarsDisj,1,openrouter,openai/gpt-5-mini,2026-03-15T09:26:58.111813,2026-03-15T09:27:42.116729,44.004916,"vars=['n', 'm', 'b'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(n - a), ReLU(m - b)]","[ReLU(n - a), ReLU(m - b)]",YES,,3998,
AliasDarteFeautrierGonnordSAS2010Fig1,1,openrouter,openai/gpt-5-mini,2026-03-15T09:27:46.248377,2026-03-15T09:29:13.691562,87.443185,"vars=['x', 'y', 'm', 'n'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x), ReLU(y)]","[ReLU(x), ReLU(y)]",NO,"{
  ""x"": 0,
  ""y"": 0,
  ""m"": 0,
  ""n"": 1
}",5897,
AliasDarteFeautrierGonnordSAS2010Fig1,2,openrouter,openai/gpt-5-mini,2026-03-15T09:29:19.206148,2026-03-15T09:29:57.663539,38.457391,"vars=['x', 'y', 'm', 'n'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(1*x + 1), ReLU(1*y)]","[ReLU(1*x + 1), ReLU(1*y)]",NO,"{
  ""x"": 0,
  ""y"": 0,
  ""m"": 0,
  ""n"": 1
}",4419,
AliasDarteFeautrierGonnordSAS2010Fig1,3,openrouter,openai/gpt-5-mini,2026-03-15T09:30:01.989543,2026-03-15T09:31:02.639749,60.650206,"vars=['x', 'y', 'm', 'n'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x + 1), ReLU(m - y + 1)]","[ReLU(x + 1), ReLU(m - y + 1)]",NO,"{
  ""x"": 0,
  ""y"": 0,
  ""m"": 0,
  ""n"": 0
}",5756,
AliasDarteFeautrierGonnordSAS2010Fig1,4,openrouter,openai/gpt-5-mini,2026-03-15T09:31:07.024594,2026-03-15T09:31:42.400106,35.375512,"vars=['x', 'y', 'm', 'n'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x + 1), ReLU(y + 1)]","[ReLU(x + 1), ReLU(y + 1)]",NO,"{
  ""x"": 0,
  ""y"": 0,
  ""m"": 0,
  ""n"": 1
}",4190,
AliasDarteFeautrierGonnordSAS2010Fig1,5,openrouter,openai/gpt-5-mini,2026-03-15T09:31:47.662849,2026-03-15T09:32:12.993927,25.331078,"vars=['x', 'y', 'm', 'n'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x + 1), ReLU(y + 1)]","[ReLU(x + 1), ReLU(y + 1)]",NO,"{
  ""x"": 0,
  ""y"": 0,
  ""m"": 0,
  ""n"": 1
}",3360,
AliasDarteFeautrierGonnordSAS2010Fig1,6,openrouter,openai/gpt-5-mini,2026-03-15T09:32:17.291243,2026-03-15T09:32:45.529548,28.238305,"vars=['x', 'y', 'm', 'n'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x + 1), ReLU(y + 1)]","[ReLU(x + 1), ReLU(y + 1)]",NO,"{
  ""x"": 0,
  ""y"": 0,
  ""m"": 0,
  ""n"": 1
}",3608,
AliasDarteFeautrierGonnordSAS2010Fig1,7,openrouter,openai/gpt-5-mini,2026-03-15T09:32:50.116039,2026-03-15T09:33:21.358619,31.24258,"vars=['x', 'y', 'm', 'n'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x+1), ReLU(y+1)]","[ReLU(x+1), ReLU(y+1)]",NO,"{
  ""x"": 0,
  ""y"": 0,
  ""m"": 0,
  ""n"": 1
}",3890,
AliasDarteFeautrierGonnordSAS2010Fig1,8,openrouter,openai/gpt-5-mini,2026-03-15T09:33:25.739227,2026-03-15T09:34:09.323822,43.584595,"vars=['x', 'y', 'm', 'n'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x + 1), ReLU(y + 1)]","[ReLU(x + 1), ReLU(y + 1)]",NO,"{
  ""x"": 0,
  ""y"": 0,
  ""m"": 0,
  ""n"": 1
}",4815,
AliasDarteFeautrierGonnordSAS2010Fig1,9,openrouter,openai/gpt-5-mini,2026-03-15T09:34:14.658912,2026-03-15T09:34:44.632893,29.973981,"vars=['x', 'y', 'm', 'n'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x+1), ReLU(y+1)]","[ReLU(x+1), ReLU(y+1)]",NO,"{
  ""x"": 0,
  ""y"": 0,
  ""m"": 0,
  ""n"": 1
}",4045,
AliasDarteFeautrierGonnordSAS2010Fig1,10,openrouter,openai/gpt-5-mini,2026-03-15T09:34:48.836674,2026-03-15T09:35:18.257286,29.420612,"vars=['x', 'y', 'm', 'n'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x+1), ReLU(y+1)]","[ReLU(x+1), ReLU(y+1)]",NO,"{
  ""x"": 0,
  ""y"": 0,
  ""m"": 0,
  ""n"": 1
}",3926,
AliasDarteFeautrierGonnordSAS2010cousot9,1,openrouter,openai/gpt-5-mini,2026-03-15T09:35:22.765892,2026-03-15T09:35:45.711890,22.945998,"vars=['i', 'j', 'n'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(i - 1), ReLU(j)]","[ReLU(i - 1), ReLU(j)]",NO,"{
  ""i"": 0,
  ""j"": 0,
  ""n"": 0
}",2436,
AliasDarteFeautrierGonnordSAS2010cousot9,2,openrouter,openai/gpt-5-mini,2026-03-15T09:35:49.527728,2026-03-15T09:36:07.619497,18.091769,"vars=['i', 'j', 'n'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(i), ReLU(j)]","[ReLU(i), ReLU(j)]",YES,,3207,
AliasDarteFeautrierGonnordSAS2010easy1,1,openrouter,openai/gpt-5-mini,2026-03-15T09:36:11.744981,2026-03-15T09:36:23.915975,12.170994,"vars=['x', 'y', 'z'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(40 - x)],[ReLU(40 - x)],YES,,2027,
AliasDarteFeautrierGonnordSAS2010easy22,1,openrouter,openai/gpt-5-mini,2026-03-15T09:36:28.477263,2026-03-15T09:36:38.085992,9.608729,"vars=['x', 'y', 'z'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(z)],[ReLU(z)],YES,,1846,
AliasDarteFeautrierGonnordSAS2010loops,1,openrouter,openai/gpt-5-mini,2026-03-15T09:36:42.164186,2026-03-15T09:36:54.070352,11.906166,"vars=['x', 'y', 'n'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x + 1)],[ReLU(x + 1)],YES,,2188,
AliasDarteFeautrierGonnordSAS2010nestedLoop1,1,openrouter,openai/gpt-5-mini,2026-03-15T09:36:58.469612,2026-03-15T09:38:59.008029,120.538417,"vars=['i', 'j', 'k', 'm', 'n', 'N'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(i - N), ReLU(n - i)]","[ReLU(i - N), ReLU(n - i)]",NO,"{
  ""i"": 0,
  ""j"": 0,
  ""k"": 0,
  ""m"": 1,
  ""n"": 1,
  ""N"": 1
}",11188,
AliasDarteFeautrierGonnordSAS2010nestedLoop1,2,openrouter,openai/gpt-5-mini,2026-03-15T09:39:03.932185,2026-03-15T09:39:35.503600,31.571415,"vars=['i', 'j', 'k', 'm', 'n', 'N'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(n - i), ReLU(m - j)]","[ReLU(n - i), ReLU(m - j)]",NO,"{
  ""i"": 0,
  ""j"": 0,
  ""k"": 0,
  ""m"": 1,
  ""n"": 1,
  ""N"": 1
}",4144,
AliasDarteFeautrierGonnordSAS2010nestedLoop1,3,openrouter,openai/gpt-5-mini,2026-03-15T09:39:39.711607,2026-03-15T09:40:22.471903,42.760296,"vars=['i', 'j', 'k', 'm', 'n', 'N'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(n - i), ReLU(m - j) + ReLU(N - 1 - k)]","[ReLU(n - i), ReLU(m - j) + ReLU(N - 1 - k)]",YES,,4680,
AliasDarteFeautrierGonnordSAS2010random1d2,1,openrouter,openai/gpt-5-mini,2026-03-15T09:40:27.672896,2026-03-15T09:40:41.096855,13.423959,"vars=['a', 'x', 'm', 'n'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(m - x)],[ReLU(m - x)],YES,,2055,
AliasDarteFeautrierGonnordSAS2010random2d,1,openrouter,openai/gpt-5-mini,2026-03-15T09:40:45.342810,2026-03-15T09:40:58.635843,13.293033,"vars=['r', 'x', 'y', 'i'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(10 - 1*i)],[ReLU(10 - 1*i)],YES,,2549,
AliasDarteFeautrierGonnordSAS2010speedpldi2,1,openrouter,openai/gpt-5-mini,2026-03-15T09:41:02.491245,2026-03-15T09:42:09.975421,67.484176,"vars=['n', 'm', 'v2'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(v), ReLU(v2 - (m - 1))]","[ReLU(v), ReLU(v2 - (m - 1))]",YES,,6060,
AliasDarteFeautrierGonnordSAS2010speedpldi3,1,openrouter,openai/gpt-5-mini,2026-03-15T09:42:13.602154,2026-03-15T09:42:38.502095,24.899941,"vars=['n', 'm', 'j'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(n - i), ReLU(m - j)]","[ReLU(n - i), ReLU(m - j)]",YES,,3054,
AliasDarteFeautrierGonnordSAS2010speedpldi4,1,openrouter,openai/gpt-5-mini,2026-03-15T09:42:42.470141,2026-03-15T09:42:55.161316,12.691175,"vars=['n', 'm'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(i)],[ReLU(i)],YES,,2252,
AliasDarteFeautrierGonnordSAS2010wcet2,1,openrouter,openai/gpt-5-mini,2026-03-15T09:42:59.445420,2026-03-15T09:43:23.989983,24.544563,"vars=['i', 'j'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(5 - i), ReLU(10 - j)]","[ReLU(5 - i), ReLU(10 - j)]",YES,,3168,
AliasDarteFeautrierGonnordSAS2010while2,1,openrouter,openai/gpt-5-mini,2026-03-15T09:43:27.939734,2026-03-15T09:43:58.136347,30.196613,"vars=['n', 'j'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(i), ReLU(j)]","[ReLU(i), ReLU(j)]",YES,,3606,
AliasDarteFeautrierGonnordSAS2010wise,1,openrouter,openai/gpt-5-mini,2026-03-15T09:44:03.624545,2026-03-15T09:44:17.426285,13.80174,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x - y - 2) + ReLU(y - x - 2)],[ReLU(x - y - 2) + ReLU(y - x - 2)],YES,,2260,
AveryFLOPS2006Table1,1,openrouter,openai/gpt-5-mini,2026-03-15T09:44:21.074856,2026-03-15T09:45:55.592464,94.517608,"vars=['x', 'y', 'i'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(i - y), ReLU(y - i)]","[ReLU(i - y), ReLU(y - i)]",NO,"{
  ""x"": 1,
  ""y"": 2
}",9055,
AveryFLOPS2006Table1,2,openrouter,openai/gpt-5-mini,2026-03-15T09:45:59.907687,2026-03-15T09:47:37.332676,97.424989,"vars=['x', 'y', 'i'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(i), ReLU(y - i)]","[ReLU(i), ReLU(y - i)]",YES,,9825,
BradleyMannaSipmaCAV2005Fig1,1,openrouter,openai/gpt-5-mini,2026-03-15T09:47:41.819762,2026-03-15T09:47:52.983533,11.163771,"vars=['y1', 'y2'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(y1 + y2 - 1)],[ReLU(y1 + y2 - 1)],YES,,2085,
BrockschmidtCookFuhsCAV2013Fig1,1,openrouter,openai/gpt-5-mini,2026-03-15T09:47:56.630414,2026-03-15T09:48:48.813776,52.183362,"vars=['i', 'j', 'n'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(n - i), ReLU(i + 1 - j)]","[ReLU(n - i), ReLU(i + 1 - j)]",YES,,4359,
BrockschmidtCookFuhsCAV2013Fig9a,1,openrouter,openai/gpt-5-mini,2026-03-15T09:48:52.953425,2026-03-15T09:49:24.381952,31.428527,"vars=['k', 'i', 'j', 'n'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(n - i), ReLU(i - j)]","[ReLU(n - i), ReLU(i - j)]",NO,"{
  ""i"": 0,
  ""j"": 0,
  ""k"": 1,
  ""n"": 1
}",3504,
BrockschmidtCookFuhsCAV2013Fig9a,2,openrouter,openai/gpt-5-mini,2026-03-15T09:49:27.822360,2026-03-15T09:50:04.844389,37.022029,"vars=['k', 'i', 'j', 'n'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(n - i), ReLU(i - j + 1)]","[ReLU(n - i), ReLU(i - j + 1)]",YES,,4576,
BrockschmidtCookFuhsCAV2013Introduction,1,openrouter,openai/gpt-5-mini,2026-03-15T09:50:08.632806,2026-03-15T09:50:20.284627,11.651821,"vars=['x'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x)],[ReLU(x)],YES,,1956,
ChawdharyCookGulwaniSagivYangESOP2008easy1,1,openrouter,openai/gpt-5-mini,2026-03-15T09:50:24.330610,2026-03-15T09:50:47.032012,22.701402,"vars=['z', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(40 - y - z)],[ReLU(40 - y - z)],NO,"{
  ""z"": 1
}",2785,
ChawdharyCookGulwaniSagivYangESOP2008easy1,2,openrouter,openai/gpt-5-mini,2026-03-15T09:50:50.393837,2026-03-15T09:51:07.306368,16.912531,"vars=['z', 'y'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(40 - x)],[ReLU(40 - x)],YES,,2791,
ChawdharyCookGulwaniSagivYangESOP2008easy2,1,openrouter,openai/gpt-5-mini,2026-03-15T09:51:10.729169,2026-03-15T09:51:18.019668,7.290499,"vars=['z', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(z)],[ReLU(z)],YES,,1883,
ChawdharyCookGulwaniSagivYangESOP2008random1d,1,openrouter,openai/gpt-5-mini,2026-03-15T09:51:21.855038,2026-03-15T09:51:30.564416,8.709378,"vars=['a', 'x', 'm', 'n'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(m - x + 1)],[ReLU(m - x + 1)],YES,,1959,
ChawdharyCookGulwaniSagivYangESOP2008random2d,1,openrouter,openai/gpt-5-mini,2026-03-15T09:51:34.188586,2026-03-15T09:51:44.789685,10.601099,"vars=['r', 'x', 'y', 'i'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(10 - i)],[ReLU(10 - i)],YES,,2273,
ChenFlurMukhopadhyaySAS2012Ex220,1,openrouter,openai/gpt-5-mini,2026-03-15T09:51:49.780727,2026-03-15T09:52:25.858702,36.077975,"vars=['x', 'y', 'z'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x - y)],[ReLU(x - y)],NO,"{
  ""x"": 0,
  ""y"": 0,
  ""z"": 0
}",4365,
ChenFlurMukhopadhyaySAS2012Ex220,2,openrouter,openai/gpt-5-mini,2026-03-15T09:52:29.923750,2026-03-15T09:52:47.812727,17.888977,"vars=['x', 'y', 'z'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x)],[ReLU(x)],YES,,3126,
ChenFlurMukhopadhyaySAS2012Ex301,1,openrouter,openai/gpt-5-mini,2026-03-15T09:52:52.267377,2026-03-15T09:53:21.796444,29.529067,"vars=['x', 'y', 'z'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(y - z), ReLU(z - x)]","[ReLU(y - z), ReLU(z - x)]",YES,,3713,
CookSeeZulegerTACAS2013Fig1,1,openrouter,openai/gpt-5-mini,2026-03-15T09:53:25.760373,2026-03-15T09:53:38.285170,12.524797,"vars=['x', 'y', 'z'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(y), ReLU(x)]","[ReLU(y), ReLU(x)]",YES,,2203,
CookSeeZulegerTACAS2013Fig7a,1,openrouter,openai/gpt-5-mini,2026-03-15T09:53:42.536455,2026-03-15T09:53:59.241983,16.705528,"vars=['x', 'y', 'd', 'z'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(y), ReLU(x)]","[ReLU(y), ReLU(x)]",YES,,2716,
CookSeeZulegerTACAS2013Fig7b,1,openrouter,openai/gpt-5-mini,2026-03-15T09:54:03.900284,2026-03-15T09:54:44.269101,40.368817,"vars=['x', 'y', 'z', 'a', 'b', 'c', 'd'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(y), ReLU(z), ReLU(x)]","[ReLU(y), ReLU(z), ReLU(x)]",YES,,4693,
CookSeeZulegerTACAS2013Fig8amodified,1,openrouter,openai/gpt-5-mini,2026-03-15T09:54:48.093531,2026-03-15T09:54:54.687682,6.594151,"vars=['k', 'x'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x - k) + ReLU(k - x)],[ReLU(x - k) + ReLU(k - x)],YES,,1901,
CookSeeZulegerTACAS2013Fig8a,1,openrouter,openai/gpt-5-mini,2026-03-15T09:54:58.236240,2026-03-15T09:55:06.585041,8.348801,"vars=['x'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None",[ReLU(x) + ReLU(-x)],[ReLU(x) + ReLU(-x)],YES,,2055,
CookSeeZulegerTACAS2013Fig8b,1,openrouter,openai/gpt-5-mini,2026-03-15T09:55:10.974001,2026-03-15T09:55:28.516268,17.542267,"vars=['x', 'm'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x - m), ReLU(m - x)]","[ReLU(x - m), ReLU(m - x)]",YES,,2411,
GopanRepsCAV2006Fig1a,1,openrouter,openai/gpt-5-mini,2026-03-15T09:55:31.994427,2026-03-15T09:55:56.571503,24.577076,"vars=['x', 'y'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(-1*x + 51), ReLU(1*y + 1)]","[ReLU(-1*x + 51), ReLU(1*y + 1)]",YES,,3358,
HarrisLalNoriRajamaniSAS2010Fig1,1,openrouter,openai/gpt-5-mini,2026-03-15T09:56:00.015239,2026-03-15T09:56:20.272416,20.257177,"vars=['a', 'x', 'y', 'k', 'b', 'c', 'z'], has_cex=False, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x), ReLU(y)]","[ReLU(x), ReLU(y)]",NO,"{
  ""a"": 0,
  ""b"": 0,
  ""c"": 0,
  ""x"": 0,
  ""y"": 0,
  ""k"": 2
}",3038,
HarrisLalNoriRajamaniSAS2010Fig1,2,openrouter,openai/gpt-5-mini,2026-03-15T09:56:24.827428,2026-03-15T09:56:44.322185,19.494757,"vars=['a', 'x', 'y', 'k', 'b', 'c', 'z'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x), ReLU(y)]","[ReLU(x), ReLU(y)]",NO,"{
  ""a"": 0,
  ""b"": 0,
  ""c"": 0,
  ""x"": 0,
  ""y"": 0,
  ""k"": 2
}",3950,
HarrisLalNoriRajamaniSAS2010Fig1,3,openrouter,openai/gpt-5-mini,2026-03-15T09:56:48.741901,2026-03-15T09:57:05.076969,16.335068,"vars=['a', 'x', 'y', 'k', 'b', 'c', 'z'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x), ReLU(y)]","[ReLU(x), ReLU(y)]",NO,"{
  ""a"": 0,
  ""b"": 0,
  ""c"": 0,
  ""x"": 0,
  ""y"": 0,
  ""k"": 2
}",3745,
HarrisLalNoriRajamaniSAS2010Fig1,4,openrouter,openai/gpt-5-mini,2026-03-15T09:57:09.531096,2026-03-15T09:57:25.834584,16.303488,"vars=['a', 'x', 'y', 'k', 'b', 'c', 'z'], has_cex=True, single_turn=True, target_dim=None, loop_keywords=None","[ReLU(x), ReLU(y)]","[ReLU(x), ReLU(y)]",NO,"{
  ""a"": 0,
  ""b"": 0,
  ""c"": 0,
  ""x"": 0,
  ""y"": 0,
  ""k"": 2
}",3702,
