caseName,candidateFunction,executionStatus,verificationStatus,conclusion,counterexample,message,attemptCount,finalStatus,stopReason
BrockschmidtCookFuhsCAV2013Fig1#loop,[ ReLU(n - i) + ReLU(i - j) + ReLU(j) ],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
BrockschmidtCookFuhsCAV2013Fig9a#loop,[ ReLU(n - i) + ReLU(k) ],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
BrockschmidtCookFuhsCAV2013Introduction#loop,"[ReLU(x) + ReLU(-x), ReLU(y - 1)]",COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
ChawdharyCookGulwaniSagivYangESOP2008easy1#loop,[ ReLU(40 - x) ],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
ChawdharyCookGulwaniSagivYangESOP2008easy2#loop,[ReLU(z)],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
ChawdharyCookGulwaniSagivYangESOP2008random1d#loop,"[ReLU(m - x), ReLU(a) + ReLU(-a)]",COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
ChawdharyCookGulwaniSagivYangESOP2008random2d#loop,[ ReLU(N - i) + ReLU(x) + ReLU(-x) + ReLU(y) + ReLU(-y) ],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
ChenFlurMukhopadhyaySAS2012Ex220#loop,[ReLU(x - y) + ReLU(y - 1) + ReLU(2 - y)],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
ChenFlurMukhopadhyaySAS2012Ex301#loop,[ ReLU(y - x) + ReLU(z - y) ],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
CookSeeZulegerTACAS2013Fig1#loop,"[ReLU(x) + ReLU(y), ReLU(z)]",COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
CookSeeZulegerTACAS2013Fig7a#loop,[ReLU(x) + ReLU(y) + ReLU(d)],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
CookSeeZulegerTACAS2013Fig7b#loop,[ReLU(x) + ReLU(y) + ReLU(z)],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
CookSeeZulegerTACAS2013Fig8amodified#loop,[ReLU(k - x)],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
CookSeeZulegerTACAS2013Fig8a#loop,[ReLU(x - 1) + ReLU(-x - 1)],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
CookSeeZulegerTACAS2013Fig8b#loop,[ ReLU(m - x) + ReLU(x - m) ],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
GopanRepsCAV2006Fig1a#loop,[ ReLU(51 - x) + ReLU(y) ],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
HarrisLalNoriRajamaniSAS2010Fig1#loop,[ReLU(x) + ReLU(y) + ReLU(z) + ReLU(k - z)],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
HarrisLalNoriRajamaniSAS2010Fig3#loop,[ReLU(x)],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
HeizmannHoenickeLeikePodelskiATVA2013Fig1#loop,"[ ReLU(x) + ReLU(23 - y), ReLU(y - 23) ]",COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
HeizmannHoenickeLeikePodelskiATVA2013Fig4#loop,[ReLU(x - 23)],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
HeizmannHoenickeLeikePodelskiATVA2013Fig5#loop,[ReLU(x) + ReLU(y - 1) + ReLU(1 - y)],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
HeizmannHoenickeLeikePodelskiATVA2013Fig6#loop,[ ReLU(x) + ReLU(y) + ReLU(z) ],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
KroeningSharyginaTsitovichWintersteigerCAV2010Ex#loop,"[ReLU(255 - i), ReLU(1 - n) + ReLU(n - 1)]",COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
KroeningSharyginaTsitovichWintersteigerCAV2010Fig1#loop,[ReLU(255 - x) + ReLU(d)],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
LarrazOliverasRodriguezCarbonellRubioFMCAD2013Fig1#loop,[ ReLU(y - 1) + ReLU(z - y) + ReLU(x - 10000) ],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
LeikeHeizmannTACAS2014Ex1#loop,[ReLU(q) + ReLU(-q) + ReLU(y) + ReLU(-y)],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
LeikeHeizmannTACAS2014Ex9#loop,"[ReLU(p - 1) + ReLU(q - 1), ReLU(p - q) + ReLU(q - p)]",COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
LeikeHeizmannWST2014Ex9#loop,[ReLU(x)],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
PodelskiRybalchenkoLICS2004Fig1#loop,"[ReLU(x - 1), ReLU(x - y)]",COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
PodelskiRybalchenkoTACAS2011Fig1#loop,[ReLU(y)],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
PodelskiRybalchenkoTACAS2011Fig2#loop,[ReLU(x) + ReLU(y - x)],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
PodelskiRybalchenkoTACAS2011Fig4#loop,[ReLU(x) + ReLU(y)],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
UrbanWST2013Fig2modified1000#loop,"[ReLU(10 - x) + ReLU(y - 1), ReLU(y - 1)]",COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
UrbanWST2013Fig2#loop,"[ ReLU(10 - x), ReLU(y - 1) ]",COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
UrbanMineESOP2014Fig3#loop,[ReLU(x) + ReLU(y) + ReLU(-x) + ReLU(-y)],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
aviad#loop,"[ReLU(a - 1) + ReLU(c), ReLU(a - 1)]",COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
genady#loop,"[ReLU(i - j - 1), ReLU(i - j - 1)]",COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
B2Nested1#loop,"[ReLU(x), ReLU(y + 65535)]",COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
B4BitCounterPointer#loop,[ ReLU(1 - a) + ReLU(1 - b) + ReLU(1 - c) + ReLU(1 - d) ],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
B4NestedWith3Variables1#loop,[ReLU(q) + ReLU(a) + ReLU(b)],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
Bangalore2#loop,[ ReLU(x) + ReLU(y) ],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
Bangalorev4#loop,[ReLU(x) + ReLU(y - x - 1)],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
Benghazi#loop,"[ReLU(x), ReLU(d - 73) + ReLU(e - 74)]",COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
Benghazinondet2#loop,[ ReLU(x) + ReLU(-d) + ReLU(-e) ],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
Cairo#loop,[ReLU(x)],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
Cairostep21#loop,"[ReLU(x - 1), ReLU(x + 1)]",COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
Collatzbounded#loop,"[ReLU(113383 - y), ReLU(y - 1)]",COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
Copenhagen#loop,[ReLU(x) + ReLU(y)],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
Copenhagendisj2#loop,"[ReLU(x) + ReLU(y), ReLU(x) + ReLU(y) - ReLU(x - y) + ReLU(y - x)]",COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
Gothenburg1#loop,[ ReLU(x) + ReLU(y) ],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
Gothenburgv21#loop,"[ReLU(-x) + ReLU(-y), ReLU(a - b - 1) + ReLU(b - a - 1)]",COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
LobnyaBooleanReordered2#loop,[ReLU(x) + ReLU(-x) + ReLU(b) + ReLU(-b)],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
McCarthy91Iteration#loop,"[ ReLU(c) + ReLU(101 - n), ReLU(101 - n) ]",COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
MenloPark#loop,[ReLU(x) + ReLU(y) + ReLU(z)],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
Mysore2#loop,"[ReLU(x + c), ReLU(-x - c)]",COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
Nyala2lex2#loop,[ ReLU(x) + ReLU(y) + ReLU(n) ],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
Parallel#loop,[ ReLU(x) + ReLU(y) ],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
Piecewise#loop,[ ReLU(q) + ReLU(p) + ReLU(n) ],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
Pure2Phase1#loop,[ ReLU(z) + ReLU(y) ],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
Pure3Phase1#loop,"[ReLU(x), ReLU(65535 - y), ReLU(z + 65535)]",COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
Singapore2#loop,"[ReLU(x) + ReLU(-x),ReLU(y)]",COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
Stockholm1#loop,[ReLU(x) + ReLU(-x) + ReLU(a - b) + ReLU(b - a)],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
TelAvivAmirMinimum#loop,[ ReLU(x) + ReLU(y) ],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
Thun2#loop,"[ReLU(x) + ReLU(y), ReLU(x) + ReLU(-y)]",COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
ToulouseBranchesToLoop2#loop,[ ReLU(100 - y) + ReLU(100 - z) ],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
ToulouseMultiBranchesToLoop2#loop,[ ReLU(100 - y) + ReLU(100 - z) ],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
Waldkirch#loop,[ReLU(x)],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
WhileFalse#loop,NO_RELU_SOLUTION,COMPLETED,NOT_PROVED,NO,,LLM returned NO_RELU_SOLUTION.,1,NOT_PROVED,NO_RELU_SOLUTION
easy1#loop,[ReLU(40 - x)],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
easy22#loop,[ReLU(z)],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
Bresenham1botht#loop,"[ReLU(2*Y*x - 2*X*y - X + 2*Y - v + c - k), ReLU(v + 2*X - 2*Y + 1)]",COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
Cohencu1botht#loop,[ ReLU(k - 6*n - 6) ],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
Cohencu2botht#loop,[ ReLU(k - 3*n*n - 3*n - 1) ],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
Cohencu3botht#loop,[ReLU(k - n*n*n)],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
Cohencu4botht#loop,"[ReLU(k - (y*z - 18*x - 12*y + 2*z - 6 + c)), ReLU(-n)]",COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
Cohencu5botht#loop,[ReLU(k - ((z*z) - 12*y - 6*z + 12 + c))],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
Cohencu6botht#loop,[ ReLU(a - n) + ReLU(y) + ReLU(z) ],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
Cohencu7botht#loop,[ ReLU((a + 1)*(a + 1)*(a + 1) - x - y) ],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
Dijkstra1botht#loop,"[ReLU(4*q - n - 1), ReLU(r - 2*p - q + 1)]",COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
Dijkstra2botht#loop,[ ReLU(q - 1) + ReLU(k - (p * p + r * q - n * q + c)) ],COMPLETED,NOT_PROVED,NO,,"Java runtime is not configured for checker. Set NUTERA_JAVA_HOME first, or JAVA_HOME as fallback.",5,NOT_PROVED,
