caseName,candidateFunction,executionStatus,verificationStatus,conclusion,counterexample,message,attemptCount,finalStatus,stopReason
AliasDarteFeautrierGonnordSAS2010Fig1#loop,"[ReLU(x+1), ReLU(y+1)]",COMPLETED,NOT_PROVED,NO,"{
  ""x"": 0,
  ""y"": 0,
  ""m"": 0,
  ""n"": 1
}",Checker completed: candidate function could not prove termination.,5,NOT_PROVED,
AliasDarteFeautrierGonnordSAS2010cousot9#loop,"[ReLU(i), ReLU(j)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
AliasDarteFeautrierGonnordSAS2010easy1#loop,[ReLU(40 - x)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
AliasDarteFeautrierGonnordSAS2010easy22#loop,[ReLU(z)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
AliasDarteFeautrierGonnordSAS2010loops#loop,"[ReLU(x), ReLU(x - y)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,5,PROVED,
AliasDarteFeautrierGonnordSAS2010nestedLoop1#loop,"[ReLU(n - i), ReLU(m - j), ReLU(N - 1 - k)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,3,PROVED,
AliasDarteFeautrierGonnordSAS2010random1d2#loop,[ReLU(m - x)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
AliasDarteFeautrierGonnordSAS2010random2d#loop,[ReLU(N - i)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
AliasDarteFeautrierGonnordSAS2010speedpldi2#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
AliasDarteFeautrierGonnordSAS2010speedpldi3#loop,"[ReLU(n - i), ReLU(m - j)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
AliasDarteFeautrierGonnordSAS2010speedpldi4#loop,[ReLU(i)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
AliasDarteFeautrierGonnordSAS2010wcet2#loop,"[ReLU(5 - i), ReLU(10 - j)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,2,PROVED,
AliasDarteFeautrierGonnordSAS2010while2#loop,"[ReLU(i), ReLU(j)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
AliasDarteFeautrierGonnordSAS2010wise#loop,[ReLU(x-y)+ReLU(y-x)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
AveryFLOPS2006Table1#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
BradleyMannaSipmaCAV2005Fig1#loop,[ReLU(y1 + y2)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
BrockschmidtCookFuhsCAV2013Fig1#loop,"[ReLU(n - i), ReLU(i - j + 1)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,2,PROVED,
BrockschmidtCookFuhsCAV2013Fig9a#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request failed: EOF reached while reading,5,NOT_PROVED,
BrockschmidtCookFuhsCAV2013Introduction#loop,[ReLU(x)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
ChawdharyCookGulwaniSagivYangESOP2008easy1#loop,[ReLU(40 - x)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
ChawdharyCookGulwaniSagivYangESOP2008easy2#loop,[ReLU(z)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
ChawdharyCookGulwaniSagivYangESOP2008random1d#loop,[ReLU(m - x + 1)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
ChawdharyCookGulwaniSagivYangESOP2008random2d#loop,[ReLU(N - i)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
ChenFlurMukhopadhyaySAS2012Ex220#loop,[ReLU(x)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
ChenFlurMukhopadhyaySAS2012Ex301#loop,"[ReLU(y - z), ReLU(z - x)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,5,PROVED,
CookSeeZulegerTACAS2013Fig1#loop,"[ReLU(y), ReLU(x)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,2,PROVED,
CookSeeZulegerTACAS2013Fig7a#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
CookSeeZulegerTACAS2013Fig7b#loop,"[ReLU(y), ReLU(z), ReLU(x)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,2,PROVED,
CookSeeZulegerTACAS2013Fig8amodified#loop,[ReLU(x - k) + ReLU(k - x)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
CookSeeZulegerTACAS2013Fig8a#loop,[ReLU(x) + ReLU(-x)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
CookSeeZulegerTACAS2013Fig8b#loop,"[ReLU(x - m), ReLU(m - x)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
GopanRepsCAV2006Fig1a#loop,"[ReLU(51 - x), ReLU(y + 1)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,3,PROVED,
HarrisLalNoriRajamaniSAS2010Fig1#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request failed: EOF reached while reading,5,NOT_PROVED,
HarrisLalNoriRajamaniSAS2010Fig3#loop,[ReLU(x)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
HeizmannHoenickeLeikePodelskiATVA2013Fig1#loop,[ReLU(x)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,3,PROVED,
HeizmannHoenickeLeikePodelskiATVA2013Fig4#loop,[ReLU(x - y + 1)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
HeizmannHoenickeLeikePodelskiATVA2013Fig5#loop,[ReLU(x + y)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
HeizmannHoenickeLeikePodelskiATVA2013Fig6#loop,[ReLU(x + 1)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,3,PROVED,
KroeningSharyginaTsitovichWintersteigerCAV2010Ex#loop,[ReLU(255 - i)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
KroeningSharyginaTsitovichWintersteigerCAV2010Fig1#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
LarrazOliverasRodriguezCarbonellRubioFMCAD2013Fig1#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
LeikeHeizmannTACAS2014Ex1#loop,[ReLU(q)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
LeikeHeizmannTACAS2014Ex9#loop,[ReLU(p) + ReLU(q)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
LeikeHeizmannWST2014Ex9#loop,[ReLU(x)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
PodelskiRybalchenkoLICS2004Fig1#loop,"[ReLU(x), ReLU(x - y)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
PodelskiRybalchenkoTACAS2011Fig1#loop,[ReLU(y)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
PodelskiRybalchenkoTACAS2011Fig2#loop,"[ReLU(x), ReLU(x - y)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
PodelskiRybalchenkoTACAS2011Fig4#loop,"[ReLU(x), ReLU(y)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
UrbanWST2013Fig2modified1000#loop,"[ReLU(11 - x), ReLU(y - 1)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
UrbanWST2013Fig2#loop,"[ReLU(11 - x), ReLU(y - 1)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
UrbanMineESOP2014Fig3#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
aviad#loop,[ReLU(a - 1)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
genady#loop,[ReLU(i - j)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
B2Nested1#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
B4BitCounterPointer#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
B4NestedWith3Variables1#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
Bangalore2#loop,[ReLU(x + 1)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,3,PROVED,
Bangalorev4#loop,[ReLU(x + 1)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
Benghazi#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
Benghazinondet2#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
Cairo#loop,[ReLU(x)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
Cairostep21#loop,[ReLU(x)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
Collatzbounded#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
Copenhagen#loop,[ReLU(x + y)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
Copenhagendisj2#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
Gothenburg1#loop,[ReLU(x + 1) + ReLU(y + 1)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,4,PROVED,
Gothenburgv21#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
LobnyaBooleanReordered2#loop,"[ReLU(x + 1), ReLU(1 - b)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,4,PROVED,
McCarthy91Iteration#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
MenloPark#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request failed: EOF reached while reading,5,NOT_PROVED,
Mysore2#loop,[ReLU(x + c)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
Nyala2lex2#loop,"[ReLU(x), ReLU(y)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
Parallel#loop,"[ReLU(x + 1), ReLU(y + 1)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
Piecewise#loop,[ReLU(q) + ReLU(p) - ReLU(q - p) - ReLU(p - q)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
Pure2Phase1#loop,"[ReLU(y), ReLU(z)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
Pure3Phase1#loop,"[ReLU(z + 65536), ReLU(y + 65536), ReLU(x + 1)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,5,PROVED,
Singapore2#loop,[ReLU(2*x + y)],COMPLETED,NOT_PROVED,NO,"{
  ""x"": 1,
  ""y"": 1
}",Checker completed: candidate function could not prove termination.,5,NOT_PROVED,
Stockholm1#loop,[ReLU(x + 1)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
TelAvivAmirMinimum#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
Thun2#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
ToulouseBranchesToLoop2#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
ToulouseMultiBranchesToLoop2#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request failed: EOF reached while reading,5,NOT_PROVED,
Waldkirch#loop,[ReLU(x + 1)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
WhileFalse#loop,[ReLU(x)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,2,PROVED,
easy1#loop,[ReLU(40 - x)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
easy22#loop,[ReLU(z)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
Bresenham1botht#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
Cohencu1botht#loop,[ReLU(k - 6*n)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
Cohencu2botht#loop,[ReLU(k - n)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,2,PROVED,
Cohencu3botht#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
Cohencu4botht#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request failed: EOF reached while reading,5,NOT_PROVED,
Cohencu5botht#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
Cohencu6botht#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
Cohencu7botht#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
Dijkstra1botht#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request failed: EOF reached while reading,5,NOT_PROVED,
Dijkstra2botht#loop,"[ReLU(q), ReLU(k - c)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,2,PROVED,
Dijkstra3botht#loop,"[ReLU(q), ReLU(k - c)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,5,PROVED,
Dijkstra4botht#loop,"[ReLU(q), ReLU(p), ReLU(k - c)]",COMPLETED,NOT_PROVED,NO,,Checker completed: candidate function could not prove termination.,5,NOT_PROVED,
Dijkstra5botht#loop,"[ReLU(q), ReLU(k - c)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
Dijkstra6botht#loop,[ReLU(q) + ReLU(k - c)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,5,PROVED,
Egcdbotht#loop,[ReLU(a) + ReLU(b)],COMPLETED,NOT_PROVED,NO,"{
  ""p"": 1,
  ""a"": 0,
  ""q"": 0,
  ""b"": 0,
  ""r"": 0,
  ""s"": 1,
  ""x"": 16,
  ""y"": 16
}",Checker completed: candidate function could not prove termination.,5,NOT_PROVED,
Egcd2botht#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
Egcd3botht#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
Fermat1botht#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
Freire1botht#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request failed: EOF reached while reading,5,NOT_PROVED,
Geo1botht#loop,[ReLU(k - c)],COMPLETED,NOT_PROVED,NO,"{
  ""c"": 1,
  ""x"": 1,
  ""y"": 0,
  ""z"": 1,
  ""k"": 0
}",Checker completed: candidate function could not prove termination.,5,NOT_PROVED,
Geo2botht#loop,[ReLU(k - c)],COMPLETED,NOT_PROVED,NO,"{
  ""c"": 1,
  ""x"": 1,
  ""y"": 1,
  ""z"": 1,
  ""k"": 0
}",Checker completed: candidate function could not prove termination.,5,NOT_PROVED,
Geo3botht#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
Hardbotht#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
Hard2botht#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
Lcm2botht#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
Mannadivbotht#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
Prod4brbotht#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
Prodbinbotht#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request failed: EOF reached while reading,5,NOT_PROVED,
Ps2botht#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
Ps3botht#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
Ps4botht#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
Ps5botht#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request failed: EOF reached while reading,5,NOT_PROVED,
Ps6botht#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
Sqrt1botht#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
Binomial#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
Parts#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
javaLogBuiltIn#loop,[ReLU(x - 1)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
reccounter1#loop,"[ReLU(x - a + 1), ReLU(rc)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,2,PROVED,
reccounter3#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
DivMinus#loop,[ReLU(x)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,2,PROVED,
DivMinus2#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
GCD3#loop,"[ReLU(y), ReLU(x1)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,4,PROVED,
GCD4#loop,"[ReLU(y), ReLU(x1)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,2,PROVED,
IntPath#loop,[ReLU(x - y) + ReLU(y - x)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,5,PROVED,
Log#loop,"[ReLU(x - 1), ReLU(x1 - 1)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
LogAG#loop,"[ReLU(x - 1), ReLU(x1 - 1)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
McCarthyIterative#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
MinusBuiltIn#loop,[ReLU(x - y)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
MinusUserDefined#loop,"[ ReLU(x), ReLU(-y) ]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
Nested2#loop,"[ ReLU(10 - i), ReLU(12 - j) ]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
PastaA1#loop,"[ReLU(x), ReLU(x - y)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
PastaA10#loop,[ReLU(x - y) + ReLU(y - x)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
PastaA4#loop,[ReLU(x - y)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
PastaA7#loop,[ReLU(x - y) + ReLU(x - z)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
PastaB1#loop,[ReLU(x - y)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
PastaB14#loop,"[ReLU(x), ReLU(y)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
PastaB15#loop,"[ReLU(x - z), ReLU(y - z)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,2,PROVED,
PastaB16#loop,"[ReLU(x), ReLU(y)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
PastaB17#loop,"[ReLU(x - z), ReLU(y - z)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
PastaB2#loop,[ReLU(x - y)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
PastaB4#loop,[ReLU(x - y)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
PastaB6#loop,[ReLU(x) + ReLU(y)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
PastaB7#loop,[ReLU(x - z) + ReLU(y - z)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
PastaC3#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
PastaC7#loop,[ReLU(k - j)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
PastaC9#loop,"[ReLU(x), ReLU(y)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
Sequence#loop,"[ReLU(100 - i), ReLU(21 - j)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
WhileDecr#loop,[ReLU(i - 5)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
a01#loop,"[ReLU(x), ReLU(x - y)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
a04#loop,[ReLU(x - y)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
a05#loop,[ReLU(x - y)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
a06#loop,[ReLU(x - y - z)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,2,PROVED,
a07#loop,[ReLU(x - y) + ReLU(x - z)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
a08#loop,[ReLU(x - y)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
a09assume#loop,[ReLU(x - z)],COMPLETED,NOT_PROVED,NO,"{
  ""x"": 0,
  ""y"": 1,
  ""z"": 0
}",Checker completed: candidate function could not prove termination.,5,NOT_PROVED,
a10#loop,[ReLU(x - y) + ReLU(y - x)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
b01#loop,[ReLU(x - y)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
b02#loop,[ReLU(x - y)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
b03noinvassume#loop,[ReLU(x - y)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
b03assume#loop,[ReLU(x - y)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
b04#loop,[ReLU(x - y)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
b05#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
b06#loop,[ReLU(x) + ReLU(y)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
b07#loop,[ReLU(x - z) + ReLU(y - z)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,2,PROVED,
b09noinvassume#loop,[ReLU(x)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
b09assume#loop,[ReLU(x)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
b10#loop,[ReLU(x + y)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,2,PROVED,
b11#loop,[ReLU(x + y)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,2,PROVED,
b12#loop,"[ReLU(x), ReLU(y)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
b13#loop,[ReLU(x - z) + ReLU(y - z)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
b14#loop,"[ReLU(x), ReLU(y)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,2,PROVED,
b15#loop,"[ReLU(x - z), ReLU(y - z)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,2,PROVED,
b16#loop,"[ReLU(x), ReLU(y)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
b17#loop,"[ReLU(x - z), ReLU(y - z)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
b18#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
c01noinv#loop,"[ReLU(x + 1), ReLU(x - y)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
c01assume#loop,"[ReLU(x), ReLU(x - y)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,2,PROVED,
c02#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
c03#loop,"[ReLU(y - x), ReLU(2147483647 - z)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
c07#loop,,COMPLETED,NOT_PROVED,NO,,SiliconFlow request timed out.,5,NOT_PROVED,
c08#loop,"[ReLU(i), ReLU(i - j)]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,2,PROVED,
ex3a#loop,[ReLU(100 - x)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
ex3b#loop,[ReLU(y - x)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,2,PROVED,
javaAG313#loop,[ReLU(x)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
javaBreak#loop,[ReLU(11 - i)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
