caseName,candidateFunction,executionStatus,verificationStatus,conclusion,counterexample,message,attemptCount,finalStatus,stopReason
Hard2botht#loop,"[ ReLU(a - 1), ReLU(b - 1), ReLU(d - 1), ReLU(p - 1), ReLU(q - 1) ]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
Lcm2botht#loop,"[ ReLU(x - 1), ReLU(y - 1), ReLU(u - 1), ReLU(v - 1) ]",COMPLETED,NOT_PROVED,NO,"{
  ""a"": 0,
  ""b"": 1,
  ""u"": 0,
  ""v"": 0,
  ""x"": 0,
  ""y"": 0
}",Checker completed: candidate function could not prove termination.,5,NOT_PROVED,
Mannadivbotht#loop,"[ ReLU(x - 5), ReLU(y - 3), ReLU(c - x - 1) ]",COMPLETED,NOT_PROVED,NO,"{
  ""a"": 0,
  ""b"": 0,
  ""c"": 0,
  ""x"": 10,
  ""y"": 10
}",Checker completed: candidate function could not prove termination.,5,NOT_PROVED,
Prod4brbotht#loop,"[ ReLU(a - 1), ReLU(b - 1) ]",COMPLETED,NOT_PROVED,NO,"{
  ""p"": 1,
  ""a"": 0,
  ""q"": 0,
  ""b"": 0,
  ""x"": 1,
  ""y"": 1
}",Checker completed: candidate function could not prove termination.,5,NOT_PROVED,
Prodbinbotht#loop,"[ ReLU(a - 1), ReLU(b - 1), ReLU(x - 1), ReLU(y - 1), ReLU(z - 1) ]",COMPLETED,NOT_PROVED,NO,"{
  ""a"": 0,
  ""b"": 0,
  ""x"": 0,
  ""y"": 0,
  ""z"": 0
}",Checker completed: candidate function could not prove termination.,5,NOT_PROVED,
Ps2botht#loop,"[ ReLU(k + 1 - c), ReLU(y + 1 - x) ]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,2,PROVED,
Ps3botht#loop,"[ ReLU(k + 6 * x - 2 * y * y * y - 3 * y * y - y), ReLU(c + 1), ReLU(y + 1), ReLU(y * y + x) ]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
Ps4botht#loop,"[ ReLU(c + 4 * x - y * y * y * y - 2 * y * y * y - y * y + k), ReLU(c + 1), ReLU(y + 1), ReLU(y * y * y + x) ]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
Ps5botht#loop,"[ ReLU(c + 1), ReLU(y * y * y * y + x + 1) ]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,2,PROVED,
Ps6botht#loop,"[ ReLU(c + 1), ReLU(y * y * y * y * y + x + 1) ]",COMPLETED,PROVED,YES,,Checker completed: termination was proven.,2,PROVED,
Sqrt1botht#loop,"[ ReLU(n - 7), ReLU(k - 4) ]",COMPLETED,NOT_PROVED,NO,"{
  ""a"": 0,
  ""s"": 1,
  ""c"": 0,
  ""t"": 1,
  ""k"": 11,
  ""n"": 10
}",Checker completed: candidate function could not prove termination.,5,NOT_PROVED,
