caseName,candidateFunction,executionStatus,verificationStatus,conclusion,counterexample,message,attemptCount,finalStatus,stopReason
Freire1botht#loop,"[ReLU(k - (r*r - a - r + 2*x + c)), ReLU(r + 1)]",COMPLETED,NOT_PROVED,NO,"{
  ""a"": 0,
  ""r"": 0,
  ""c"": 0,
  ""x"": 0,
  ""k"": 2
}",Checker completed: candidate function could not prove termination.,5,NOT_PROVED,
Geo1botht#loop,[ReLU(k - (x*z - x - y + 1 + c))],COMPLETED,NOT_PROVED,NO,,Checker returned an error (exit code 1).,5,NOT_PROVED,
Geo2botht#loop,[ReLU(k - (1 + x*z - x - z*y + c))],COMPLETED,NOT_PROVED,NO,,Checker returned an error (exit code 1).,5,NOT_PROVED,
Geo3botht#loop,[ReLU(k - (z*x - x + a - a*z*y + c))],COMPLETED,NOT_PROVED,NO,,Checker returned an error (exit code 1).,5,NOT_PROVED,
Hardbotht#loop,[ReLU(r - b * p)],COMPLETED,NOT_PROVED,NO,,Checker returned an error (exit code 1).,5,NOT_PROVED,
Hard2botht#loop,[ReLU(b*p - d + r - d) + ReLU(d) + ReLU(p)],COMPLETED,NOT_PROVED,NO,,Checker returned an error (exit code 1).,5,NOT_PROVED,
Lcm2botht#loop,[ ReLU(x) + ReLU(y) + ReLU(u) + ReLU(v) ],COMPLETED,NOT_PROVED,NO,"{
  ""a"": 3,
  ""b"": 1,
  ""u"": 0,
  ""v"": 0,
  ""x"": 0,
  ""y"": 0
}",Checker completed: candidate function could not prove termination.,5,NOT_PROVED,
Mannadivbotht#loop,[ReLU(c) + ReLU(x - a*y - b - c) + ReLU(a*y + b + c - x)],COMPLETED,NOT_PROVED,NO,,Checker returned an error (exit code 1).,5,NOT_PROVED,
Prod4brbotht#loop,[ReLU(a) + ReLU(b) + ReLU(p) + ReLU(q) + ReLU(x) + ReLU(y) - 1],COMPLETED,NOT_PROVED,NO,"{
  ""p"": 1,
  ""a"": 0,
  ""q"": 0,
  ""b"": 0,
  ""x"": 0,
  ""y"": 0
}",Checker completed: candidate function could not prove termination.,5,NOT_PROVED,
Prodbinbotht#loop,[ReLU(y) + ReLU(z) + ReLU(x) + ReLU(a) + ReLU(b) - ReLU(y + z + x*y - a*b)],COMPLETED,NOT_PROVED,NO,,Checker returned an error (exit code 1).,5,NOT_PROVED,
Ps2botht#loop,[ ReLU(k - c - y*y + 2*x - y) ],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
Ps3botht#loop,[ ReLU(k - c - 6*x + 2*y*y*y + 3*y*y + y) ],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
Ps4botht#loop,[ReLU(k - c - 4*x + y*y*y*y + 2*y*y*y + y*y)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
Ps5botht#loop,[ ReLU(k - (c + 6*y*y*y*y*y + 15*y*y*y*y + 10*y*y*y - 30*x - y)) ],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
Ps6botht#loop,[ReLU(k - c - 12*x + 2*y^6 + 6*y^5 + 5*y^4 - y^2)],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
Sqrt1botht#loop,[ReLU(k - (t*t - 4*s + 2*t + 1 + c))],COMPLETED,PROVED,YES,,Checker completed: termination was proven.,1,PROVED,
